VIVT3,2017-07-03,0.052759
YDUQ3,2021-04-29,0.469672
ABEV3,2016-12-22,0.22
RENT3,2018-12-20,0.0745374
ITUB4,2018-08-20,0.624
ECOR3,2012-03-19,0.090919
BBDC3,2016-10-04,0.0172494
BBDC4,2010-06-02,0.0144797
ITSA4,2019-03-01,0.02
RENT3,2019-12-18,0.0997416
EGIE3,2020-08-10,0.830573
ITUB4,2014-03-05,0.0149997
KLBN11,2019-08-09,0.182155
RENT3,2021-06-30,0.096195
PETR3,2011-05-12,0.2018
USIM5,2021-05-26,0.005046
BBAS3,2013-03-04,0.261319
GGBR4,2015-11-10,0.04
BEEF3,2017-04-04,0.259896
GGBR4,2013-11-12,0.12
EGIE3,2018-12-27,0.486562
CSAN3,2020-06-04,5.99101
UGPA3,2020-02-28,0.24
BBDC4,2020-12-29,0.415273
ECOR3,2018-05-02,0.3682
TUPY3,2016-11-08,0.110974
BBSE3,2016-08-12,0.8361
BBDC4,2010-12-02,0.0144823
ALUP3,2020-04-28,0.23
COGN3,2018-05-18,0.110791
CPFE3,2016-05-02,0.206869
WEGE3,2012-03-21,0.0649974
TAEE4,2019-12-17,0.060138
KLBN11,2014-03-21,0.49165
LREN3,2016-09-27,0.069258
ITUB4,2017-07-03,0.015
BRAP4,2021-07-16,1.7808
RADL3,2011-12-23,0.044645
CMIG4,2017-05-15,0.117397
CSNA3,2018-08-23,0.644874
ITUB4,2020-02-03,0.015
BRFS3,2011-12-29,0.390809
RENT3,2010-05-03,0.0309503
GOAU4,2014-03-06,0.08
RADL3,2015-03-24,0.09809
ITUB4,2017-03-01,0.015
B3SA3,2010-03-01,0.038124
VIVT3,2020-01-02,0.749738
BBAS3,2012-05-11,0.06331
BBDC4,2011-12-02,0.0159951
UGPA3,2010-08-19,1.32
MULT3,2019-06-28,0.184584
BBDC3,2017-01-03,0.0172494
SANB4,2019-10-09,0.140427
LREN3,2014-04-22,0.829667
BBDC3,2016-08-02,0.0172494
IGTA3,2019-04-22,0.638281
ITUB4,2019-02-01,0.015
CSAN3,2010-08-02,1.96722
TUPY3,2017-06-14,0.346795
PCAR3,2010-05-18,0.072663
BBDC4,2020-01-03,0.018974
PETR3,2020-07-23,0.239895
COGN3,2015-05-13,0.054407
RENT3,2014-10-01,0.0766182
CPFE3,2019-05-02,0.480182
BBDC3,2011-08-02,0.0131507
TRPL4,2020-04-17,0.228164
HYPE3,2021-03-29,0.30881
ITSA4,2021-04-30,0.02131
BBSE3,2015-08-13,0.883769
BBDC3,2020-08-04,0.0172491
CIEL3,2012-09-14,1.14275
CPLE6,2010-04-28,0.2015
B3SA3,2015-08-24,0.428247
ITUB4,2010-06-01,0.0119998
TIMS3,2012-04-12,0.094787
KLBN11,2015-10-28,0.114626
TOTS3,2011-03-11,1.90698
EMBR3,2015-08-18,0.04
TRPL4,2017-11-21,2.2183
TAEE4,2017-08-17,0.067622
JBSS3,2015-05-04,0.16738
TRPL4,2020-07-07,0.151772
SANB4,2012-12-20,0.00113398
GOAU4,2021-03-12,0.08
BBDC3,2017-07-04,0.0172498
BBDC4,2018-04-03,0.0189733
BBDC3,2013-06-04,0.0159139
LCAM3,2014-03-24,0.172098
B3SA3,2018-04-24,0.293787
HGTX3,2010-12-20,0.122
EGIE3,2014-11-26,0.341636
KLBN11,2016-08-01,0.117915
KLBN11,2019-05-07,0.190694
GOAU4,2011-11-22,0.19
CIEL3,2021-02-02,0.005522
BBAS3,2017-12-12,0.082597
ENGI11,2018-08-15,0.279154
PETR4,2013-04-30,0.38617
CYRE3,2010-05-03,0.470341
VIVT3,2020-07-01,0.499825
LCAM3,2020-12-30,0.087663
BBDC4,2013-02-04,0.0206992
TAEE4,2018-11-12,0.23719
KLBN11,2016-02-04,0.13107
TRPL4,2012-07-02,1.04574
EGIE3,2020-12-21,0.67956
MRVE3,2017-05-16,0.29971
TRPL4,2015-11-26,1.38826
GGBR4,2010-11-17,0.12
BRSR6,2015-12-04,0.248005
CSNA3,2020-05-07,0.008871
CPLE6,2011-04-29,0.44049
EMBR3,2018-10-25,0.01
JHSF3,2011-05-02,0.234621
BBDC4,2010-01-05,0.0144823
WEGE3,2019-03-25,0.046412
SAPR4,2017-04-28,0.008559
TOTS3,2010-03-25,1.58909
TIMS3,2019-10-08,0.156471
BRAP4,2010-05-03,0.469549
FLRY3,2016-04-11,0.136674
BBDC4,2015-05-05,0.0172505
COGN3,2014-05-14,0.24322
WEGE3,2015-03-25,0.0835276
CPLE6,2014-11-07,1.46197
TAEE4,2018-05-15,0.245617
BBDC3,2012-11-05,0.0159134
ITSA4,2020-08-26,0.02
CIEL3,2010-09-15,0.0101225
CMIG4,2013-12-18,0.229627
CRFB3,2021-04-19,0.382372
